Data: 0 Runtime: 28
Data: 1 Runtime: 27
Data: 2 Runtime: 26
Data: 3 Runtime: 67
Data: 4 Runtime: 36
Data: 5 Runtime: 26
Data: 6 Runtime: 54
Data: 7 Runtime: 51
Data: 8 Runtime: 66
Data: 9 Runtime: 31
Data: 10 Runtime: 38
Data: 11 Runtime: 49
Data: 12 Runtime: 49
Data: 13 Runtime: 55
Data: 14 Runtime: 60
Data: 15 Runtime: 45
Data: 16 Runtime: 44
Data: 17 Runtime: 36
Data: 18 Runtime: 68
Data: 19 Runtime: 64
Data: 20 Runtime: 40
Data: 21 Runtime: 44
Data: 22 Runtime: 55
Data: 23 Runtime: 54
Data: 24 Runtime: 23
Data: 25 Runtime: 59
Data: 26 Runtime: 52
Data: 27 Runtime: 41
Data: 28 Runtime: 28
Data: 29 Runtime: 62
Data: 30 Runtime: 52
Data: 31 Runtime: 48
Data: 32 Runtime: 27
Data: 33 Runtime: 24
Data: 34 Runtime: 71
Data: 35 Runtime: 42
Data: 36 Runtime: 44
Data: 37 Runtime: 52
Data: 38 Runtime: 44
Data: 39 Runtime: 59
Data: 40 Runtime: 42
Data: 41 Runtime: 38
Data: 42 Runtime: 29
Data: 43 Runtime: 31
Data: 44 Runtime: 64
Data: 45 Runtime: 47
Data: 46 Runtime: 32
Data: 47 Runtime: 57
Data: 48 Runtime: 34
Data: 49 Runtime: 67
Data: 50 Runtime: 47
Data: 51 Runtime: 55
Data: 52 Runtime: 62
Data: 53 Runtime: 46
Data: 54 Runtime: 28
Data: 55 Runtime: 41
Data: 56 Runtime: 49
Data: 57 Runtime: 39
Data: 58 Runtime: 31
Data: 59 Runtime: 52
Data: 60 Runtime: 59
Data: 61 Runtime: 50
Data: 62 Runtime: 45
Data: 63 Runtime: 23
Data: 64 Runtime: 42
Data: 65 Runtime: 23
Data: 66 Runtime: 58
Data: 67 Runtime: 50
Data: 68 Runtime: 38
Data: 69 Runtime: 27
Data: 70 Runtime: 69
Data: 71 Runtime: 60
Data: 72 Runtime: 63
Data: 73 Runtime: 43
Data: 74 Runtime: 56
Data: 75 Runtime: 65
Data: 76 Runtime: 55
Data: 77 Runtime: 25
Data: 78 Runtime: 35
Data: 79 Runtime: 48
Data: 80 Runtime: 29
Data: 81 Runtime: 36
Data: 82 Runtime: 56
Data: 83 Runtime: 56
Data: 84 Runtime: 49
Data: 85 Runtime: 62
Data: 86 Runtime: 33
Data: 87 Runtime: 29
Data: 88 Runtime: 58
Data: 89 Runtime: 57
Data: 90 Runtime: 38
Data: 91 Runtime: 57
Data: 92 Runtime: 52
Data: 93 Runtime: 35
Data: 94 Runtime: 65
Data: 95 Runtime: 42
Data: 96 Runtime: 42
Data: 97 Runtime: 29
Data: 98 Runtime: 45
Data: 99 Runtime: 26
Data: 75 Runtime: 1
